"DATE = 01/31/2022, 21:46:40"
BATCH_SIZE = 32
EPOCHS = 5
NB_ITERATIONS = 1
DATA_TYPE = Text
DATASET_PATH = ['dataset/txt.npz']
MODEL_CLASS = <class 'textModel.TextModel'>
MODEL_DIR = saved_model/txt_model
INPUT_SHAPE = 5000
epochs,loss,accuracy,val_loss,val_accuracy
0,2.1632094383239746,0.317588746547699,2.25118350982666,0.28311964869499207
1,2.1184310913085938,0.3300285339355469,2.206411123275757,0.30128204822540283
2,2.0869224071502686,0.34251508116722107,2.202852249145508,0.30598291754722595
3,2.0626890659332275,0.3503250181674957,2.2066726684570312,0.3074786365032196
4,2.048682689666748,0.3537389636039734,2.193439483642578,0.3155982792377472
