"DATE = 01/31/2022, 21:29:37"
BATCH_SIZE = 32
EPOCHS = 5
NB_ITERATIONS = 1
DATA_TYPE = MFCC
DATASET_PATH = ['dataset/mfcc.npz']
MODEL_CLASS = <class 'MFCCModel.MFCCModel'>
MODEL_DIR = saved_model/mfcc_model
INPUT_SHAPE = 36
epochs,loss,accuracy,val_loss,val_accuracy
0,1.7548786401748657,0.41883739829063416,1.7841824293136597,0.410897433757782
1,1.7491406202316284,0.41780853271484375,1.7822545766830444,0.4194444417953491
2,1.7430428266525269,0.4216901361942291,1.7923915386199951,0.4106837511062622
3,1.7429825067520142,0.424683153629303,1.7861559391021729,0.4138889014720917
4,1.7342606782913208,0.4234204888343811,1.7740626335144043,0.4213675260543823
